종목코드	종목명
090740	연이정보통신
138080	오이솔루션
196450	온다 엔터테인먼트
057540	옴니시스템
082210	옵트론텍
109080	옵티시스
122990	와이솔
155650	와이엠씨
193250	와이제이엠게임즈
032820	우리기술
115440	우리넷
046970	우리로
052270	우전
065680	우주일렉트로
105840	우진
095270	웨이브일렉트로
142210	유니트론텍
069330	유아이디
049520	유아이엘
191410	육일씨엔에쓰
073490	이노와이어리스
033110	이디
007660	이수페타시스
093230	이아이디
223310	이에스브이
091120	이엠텍
037330	인지디스플레
083640	인콘
049070	인탑스
051370	인터플렉스
189300	인텔리안테크
175140	인포마크
020150	일진머티리얼즈
033240	자화전자
174880	장원테크
049630	재영솔루텍
096690	제이스테판
033320	제이씨현시스템
094970	제이엠티
044380	주연테크
155960	지디
012600	청호컴넷
094360	칩스앤미디어
050110	캠시스
043290	케이맥
089150	케이씨티
032500	케이엠더블유
089010	켐트로닉스
052400	코나아이
007810	코리아써키트
036690	코맥스
005070	코스모신소재
045970	코아시아홀딩스
033290	코웰패션
056360	코위버
015710	코콤
052330	코텍
031820	콤텍시스템
043590	크로바하이텍
114120	크루셜텍
219130	타이거일렉
072520	태양씨앤엘
182690	테라셈
038540	텍셀네트컴
091440	텔레필드
200230	텔콘
051360	토비스
131290	티에스이
177830	파버나인
170790	파이오링크
049120	파인디앤씨
038950	파인디지털
140860	파크시스템스
091700	파트론
016670	포비스티앤씨
056730	포스링크
141020	포티스
094940	푸른기술
051380	피씨디렉트
237750	피앤씨테크
006140	피제이전자
126700	하이비젼시스템
106080	하이소닉
019490	하이트론
039740	한국정보공학
054040	한국컴퓨터
053590	한국테크놀로지
092460	한라IMS
064090	한양하이타오
005110	한창
066110	한프
076610	해성옵틱스
048410	현대아이비티
092300	현우산업
064240	홈캐스트
005870	휴니드
115160	휴맥스
028080	휴맥스홀딩스
006840	AK홀딩스
155660	DSR
037370	EG
032860	GMR 머티리얼즈
036640	HRS
036670	KCI
109070	KGP
001390	KG케미칼
001940	KISCO홀딩스
083420	KPX그린케미칼
025000	KPX케미칼
092230	KPX홀딩스
051910	LG화학
008260	NI스틸
004250	NPC
010060	OCI
005490	POSCO
091340	S&K폴리텍
002360	SH에너지화학
090730	SIMPAC METALLOY
011790	SKC
178920	SKC코오롱PI
036490	SK머티리얼즈
006120	SK케미칼
002710	TCC동양
024070	WISCOM
000860	강남제비스코
039240	경남스틸
002100	경농
012610	경인양행
010130	고려아연
002240	고려제강
009810	고려포리머
026910	광진실업
007690	국도화학
060480	국일신동
078130	국일제지
014530	극동유화
014280	금강공업
053260	금강철강
008870	금비
001570	금양
011780	금호석유
187790	나노
121600	나노신소재
091970	나노캠텍
008350	남선알미늄
025860	남해화학
090350	노루페인트
000320	노루홀딩스
048470	대동스틸
004780	대륙제관
004440	대림씨엔에스
017650	대림제지
078140	대봉엘에스
009190	대양금속
006580	대양제지
014160	대영포장
024890	대원화성
120240	대정화금
012800	대창
140520	대창스틸
006650	대한유화
084010	대한제강
069460	대호에이엘
021040	대호피앤씨
213420	덕산네오룩스
004830	덕성
090410	덕신하우징
005160	동국산업
075970	동국알앤에스
001230	동국제강
023450	동남합성
007590	동방아그로
016380	동부제철
102260	동성코퍼레이션
033500	동성화인텍
005190	동성화학
058730	동아에스텍
001520	동양
038500	동양시멘트
060380	동양에스텍
008970	동양철관
228340	동양파일
003580	동원
014820	동원시스템즈
109860	동일금속
004890	동일산업
002690	동일제강
023790	동일철강
005290	동진쎄미켐
025900	동화기업
024090	디씨엠
092070	디엔에프
033310	디케이디앤아이
115390	락앤락
004000	롯데정밀화학
011170	롯데케미칼
131100	리켐
006920	모헨즈
009580	무림P&P
001810	무림SP
009200	무림페이퍼
008420	문배철강
095500	미래나노텍
002840	미원상사
107590	미원에스씨
134380	미원화학
032980	바이온
001340	백광산업
014580	백광소재
225530	보광산업
002760	보락
026940	부국철강
011390	부산산업
100090	삼강엠앤티
005090	삼광글라스
014970	삼륭물산
009620	삼보산업
023600	삼보판지
006110	삼아알미늄
003720	삼영화학
023000	삼원강재
009770	삼정펄프
017480	삼현철강
004450	삼화왕관
000390	삼화페인트
027580	상보
079650	서산
021050	서원
002820	선창산업
014910	성문전자
003080	성보화학
004980	성신양회
000180	성창기업지주
001430	세아베스틸
003030	세아제강
019440	세아특수강
058650	세아홀딩스
013000	세우글로벌
027970	세하
036830	솔브레인
004430	송원산업
002200	수출포장
159910	스킨앤스킨
115570	스타플렉스
087220	스틸플라워
049830	승일
016590	신대양제지
138070	신진에스엠
002870	신풍제지
001770	신화실업
056700	신화인터텍
003410	쌍용양회
122800	썬텍
037760	쎄니트
101240	씨큐브
074430	아미노로직스
002030	아세아
183190	아세아시멘트
002310	아세아제지
161000	애경유화
238090	앤디포스
036500	에스에스컴텍
112240	에스에프씨
052020	에스티큐브
050760	에스폴리텍
138360	에이씨티
086520	에코프로
048830	엔피케이
170920	엘티씨
009780	엠에스씨
115960	연우
014440	영보화학
000670	영풍
006740	영풍제지
012160	영흥철강
045060	오공
114630	우노앤컴퍼니
005820	원림
104830	원익머트리얼즈
012620	원일특강
196700	웹스
192390	윈하이텍
014830	유니드
000910	유니온
023410	유진기업
008730	율촌화학
008250	이건산업
025820	이구산업
060230	이그잭스
005950	이수화학
102710	이엔에프테크놀로지
000760	이화산업
078940	일경산업개발
007110	일신석재
058450	일야
049550	잉크테크
065620	제낙스
187420	제노포커스
023440	제일제강
038010	제일테크노스
004910	조광페인트
001550	조비
120030	조선선재
018470	조일알미늄
018290	지엠피
003780	진양산업
010640	진양폴리
100250	진양홀딩스
006380	카프로
221980	케이디켐
065940	케이에스씨비
105330	케이엔더블유
042040	케이피엠테크
033430	코리드
009730	코센
005420	코스모화학
120110	코오롱인더
138490	코오롱플라스틱
121850	코이즈
126600	코프라
015890	태경산업
006890	태경화학
003240	태광산업
011280	태림포장
004870	티웨이홀딩스
081150	티플랙스
046210	파나진
001020	페이퍼코리아
058430	포스코강판
009520	포스코엠텍
003670	포스코켐텍
103140	풍산
005810	풍산홀딩스
128660	피제이메탈
071090	하이스틸
004090	한국석유
025550	한국선재
017890	한국알콜
002300	한국제지
025890	한국주강
104700	한국철강
017960	한국카본
007280	한국특수형강
037230	한국팩키지
011500	한농화성
221610	한솔씨앤피
213500	한솔제지
014680	한솔케미칼
004150	한솔홀딩스
025750	한솔홈데코
003300	한일시멘트
002220	한일철강
007770	한일화학
061460	한진피앤씨
079170	한창산업
009460	한창제지
009830	한화케미칼
004560	현대비앤지스틸
006390	현대시멘트
004020	현대제철
060560	홈센타홀딩스
006060	화승인더
133820	화인베스틸
032560	황금에스티
004800	효성
097870	효성오앤비
093370	후성
005010	휴스틸
069260	휴켐스
030200	KT
032640	LG유플러스
017670	SK텔레콤
036630	세종텔레콤
067010	이씨에스
065530	전파기지국
093320	케이아이엔엑스
017940	E1
151860	KG ETS
012320	경동가스
117580	대성에너지
016710	대성홀딩스
015350	부산가스
004690	삼천리
017390	서울가스
038870	에코바이오
015360	예스코
034590	인천도시가스
053050	지에스이
071320	지역난방공사
036460	한국가스공사
015760	한국전력
130660	한전산업
003480	한진중공업홀딩스
